Country,YearsCode,YearsCodePro,WorkExp,DevType,Age,EdLevel,LanguageHaveWorkedWith,ConvertedCompYearly
United States of America,4.0,3.0,3.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,100000.0
India,6.0,2.0,2.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Python;Rust,18175.0
United States of America,12.0,10.0,,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",HTML/CSS;Python;R;SQL,300000.0
United Kingdom of Great Britain and Northern Ireland,7.0,6.0,,Data or business analyst,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Dart;Python,148966.0
United States of America,6.0,5.0,5.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R;SQL,115000.0
Poland,2.0,1.0,1.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,35889.0
Switzerland,13.0,4.0,2.0,Data or business analyst,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",MATLAB;Python;SQL,103603.0
United Kingdom of Great Britain and Northern Ireland,5.0,4.0,4.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Lua;R;Rust;SQL,64552.0
Brazil,3.0,1.0,2.0,Data or business analyst,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C#;C++;Go;Java;JavaScript;Julia;Python;R;Rust;SQL;VBA,14607.0
Brazil,20.0,11.0,9.0,Data scientist or machine learning specialist,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;C;C#;C++;Clojure;Delphi;Erlang;GDScript;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;Objective-C;Perl;PowerShell;Prolog;Python;R;Ruby;Rust;SAS;Scala;SQL;TypeScript;VBA;Visual Basic (.Net),30431.0
France,9.0,4.0,4.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Dart;JavaScript;Python;SQL;TypeScript,61041.0
United States of America,8.0,4.0,8.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++;HTML/CSS;Java;PHP;Python;SQL,120000.0
United Kingdom of Great Britain and Northern Ireland,5.0,3.0,3.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Go;PowerShell;Python;SQL,86897.0
United States of America,6.0,0.5,0.0,Data or business analyst,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;Python,93000.0
Other,7.0,1.0,,Data or business analyst,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++;Fortran;HTML/CSS;PowerShell;Python;SQL,11450.0
United Kingdom of Great Britain and Northern Ireland,12.0,12.0,20.0,Data scientist or machine learning specialist,35-44 years old,Some college/university study without earning a degree,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,62069.0
France,7.0,2.0,5.0,"Engineer, data",18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Python;Rust;Scala;SQL;TypeScript,47119.0
United Kingdom of Great Britain and Northern Ireland,7.0,5.0,5.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;R;SQL,65793.0
Germany,12.0,12.0,12.0,"Engineer, data",35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript,80317.0
Other,40.0,31.0,31.0,Data scientist or machine learning specialist,45-54 years old,Some college/university study without earning a degree,Bash/Shell (all shells);C;F#;HTML/CSS;JavaScript;Python;SQL,64254.0
Poland,10.0,3.0,3.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,37325.0
Other,5.0,2.0,2.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript;PowerShell;Python;SQL;TypeScript,62000.0
Canada,9.0,3.0,12.0,Data or business analyst,25-34 years old,Some college/university study without earning a degree,HTML/CSS;JavaScript;Lua;Rust;SQL;TypeScript,42380.0
United States of America,20.0,5.0,,Scientist,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;R;VBA,99999.0
Germany,9.0,7.0,2.0,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",HTML/CSS;MATLAB;PowerShell;Python;R;SQL,91026.0
United Kingdom of Great Britain and Northern Ireland,14.0,11.0,14.0,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;MATLAB;Python;SQL;VBA,124138.0
United States of America,7.0,6.0,,Data or business analyst,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",R;SQL,120000.0
Canada,25.0,3.0,12.0,Scientist,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lisp;MATLAB;PHP;Python,63199.0
Italy,11.0,5.0,5.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Groovy;Python,43907.0
United Kingdom of Great Britain and Northern Ireland,2.0,2.0,6.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;SQL,75724.0
Other,3.0,0.5,3.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Java;Python;R;SQL,18420.0
Other,9.0,2.0,4.0,Data scientist or machine learning specialist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;Rust,26772.0
Other,5.0,2.0,,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;JavaScript;Python;Rust,61050.0
United States of America,20.0,6.0,11.0,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,205000.0
United States of America,5.0,0.5,,"Engineer, data",18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;PowerShell;Python;R;SQL,100000.0
United States of America,10.0,8.0,,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,120000.0
Other,7.0,4.0,2.0,"Engineer, data",18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;Python;SQL,45000.0
Brazil,4.0,2.0,2.0,"Engineer, data",18-24 years old,Some college/university study without earning a degree,Python;R;SQL,12173.0
United Kingdom of Great Britain and Northern Ireland,2.0,0.5,,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,33586.0
Brazil,5.0,1.0,1.0,Data or business analyst,18-24 years old,Some college/university study without earning a degree,C;Java;Python;SQL;VBA,14201.0
United States of America,10.0,6.0,10.0,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Dart;R;SQL,99500.0
Other,4.0,1.0,1.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C++;Fortran;HTML/CSS;JavaScript;MATLAB;Python;R;SQL,32060.0
United States of America,11.0,5.0,4.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C++;Haskell;Java;Perl;PowerShell;Python;Solidity;SQL,241566.0
United Kingdom of Great Britain and Northern Ireland,4.0,0.5,,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;Python,47173.0
India,5.0,1.0,1.0,Data or business analyst,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;Java;Kotlin;Python;SQL,4847.0
Other,6.0,6.0,14.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript;VBA,43966.0
United States of America,4.0,2.0,5.0,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",MATLAB;Python;R;SQL,120000.0
United States of America,4.0,3.0,3.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ada;Bash/Shell (all shells);Python,100000.0
United States of America,4.0,3.0,,Scientist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;SQL;Visual Basic (.Net),40000.0
United States of America,25.0,22.0,26.0,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,195000.0
United States of America,8.0,1.0,,Scientist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",MATLAB;Python,41000.0
Other,5.0,2.0,2.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,24380.0
United States of America,8.0,1.0,,Data or business analyst,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,83000.0
United States of America,8.0,2.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Nim;Python;Rust;Solidity;SQL,80000.0
New Zealand,22.0,19.0,20.0,"Engineer, data",35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL,75878.0
United States of America,12.0,8.0,,Data scientist or machine learning specialist,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C#;C++;Java;JavaScript;Python;Rust;TypeScript,250000.0
United States of America,10.0,2.0,2.0,Data or business analyst,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;Lua;Python;SQL,60000.0
Canada,10.0,2.0,2.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C#;C++;Go;Julia;MATLAB;Python;Rust,59481.0
United States of America,7.0,4.0,4.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,80000.0
United Kingdom of Great Britain and Northern Ireland,14.0,10.0,,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL;TypeScript,74483.0
India,3.0,1.0,2.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,9088.0
United Kingdom of Great Britain and Northern Ireland,1.0,0.5,1.0,"Engineer, data",18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;Python;SQL,40966.0
United States of America,4.0,0.5,1.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Julia;Prolog;Python;R;Raku;SQL,90000.0
Finland,7.0,4.0,4.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL;TypeScript,64254.0
Canada,5.0,1.0,,Data scientist or machine learning specialist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;Julia;Nim;Python,74351.0
United States of America,3.0,1.0,1.0,"Engineer, data",18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;PHP;Python;SQL,95000.0
United Kingdom of Great Britain and Northern Ireland,6.0,2.0,,"Engineer, data",18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Python;SQL,49655.0
United States of America,8.0,10.0,8.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;Scala,145000.0
Other,15.0,8.0,11.0,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Python;SQL;TypeScript,2034.0
Austria,40.0,35.0,40.0,Scientist,65 years or older,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Assembly;Delphi;Python,128507.0
United States of America,5.0,3.0,,"Engineer, data",18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Go;Java;JavaScript;Python;SQL,190000.0
Belgium,40.0,20.0,,Data or business analyst,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C#;Delphi;Java;JavaScript;PHP;Prolog;Python;SQL,117798.0
Other,10.0,5.0,5.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,59142.0
United Kingdom of Great Britain and Northern Ireland,9.0,1.0,1.0,Data or business analyst,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R;SQL,39724.0
United Kingdom of Great Britain and Northern Ireland,7.0,6.0,,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Julia;Python,117931.0
Sweden,10.0,3.0,1.0,"Engineer, data",25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);JavaScript;Python;SQL,69106.0
France,10.0,7.0,,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Elixir;HTML/CSS;Python,32127.0
Spain,8.0,2.0,2.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,40694.0
Denmark,10.0,3.0,3.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C++;Julia;Python,79714.0
United States of America,5.0,3.0,16.0,Data or business analyst,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,95000.0
Other,5.0,2.0,2.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,1680.0
France,4.0,2.0,,"Engineer, data",18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;Python,41229.0
Netherlands,7.0,1.0,1.0,Data scientist or machine learning specialist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;MATLAB;Prolog;Python;R;Rust;SQL;Swift;TypeScript,34697.0
Poland,17.0,11.0,11.0,Data or business analyst,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Groovy;Java;Python,66993.0
India,15.0,8.0,7.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;SQL,42409.0
Other,14.0,8.0,6.0,"Engineer, data",25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;Solidity;SQL;TypeScript,127558.0
Germany,10.0,2.0,,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C;C++;Julia;MATLAB;Python,74963.0
Germany,18.0,11.0,11.0,Data scientist or machine learning specialist,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);HTML/CSS;PowerShell;Python;SQL,85672.0
United States of America,14.0,3.0,,Scientist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Rust;TypeScript,240000.0
Spain,3.0,2.0,2.0,Data scientist or machine learning specialist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R,31190.0
Other,30.0,20.0,20.0,Data or business analyst,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;PowerShell;SQL,25701.0
Finland,9.0,6.0,9.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Java;Python;Scala;SQL,79867.0
Australia,30.0,20.0,25.0,Data or business analyst,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;Python;SAS;SQL,145429.0
Australia,30.0,30.0,,Data or business analyst,55-64 years old,Some college/university study without earning a degree,Delphi;HTML/CSS;SQL,79325.0
Other,20.0,11.0,11.0,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;Scala;SQL,61684.0
United Kingdom of Great Britain and Northern Ireland,2.0,0.5,,Data or business analyst,25-34 years old,Some college/university study without earning a degree,SQL;VBA,31035.0
Other,5.0,4.0,5.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;R;SQL,1880.0
Germany,38.0,32.0,,"Engineer, data",55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C++;Delphi;JavaScript;PHP;SQL,128507.0
Other,9.0,4.0,4.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C#;C++;Haskell;HTML/CSS;Java;JavaScript;PHP;PowerShell;Prolog;Python;SQL,9359.0
Other,3.0,1.0,1.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;Python;R;SQL;VBA,20852.0
Other,16.0,3.0,17.0,Data or business analyst,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Delphi;SQL,14069.0
Canada,6.0,3.0,3.0,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python;R;SQL,68255.0
Other,8.0,4.0,3.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C++;Python,26846.0
Other,7.0,2.0,2.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Clojure;Java;Python,65477.0
Brazil,10.0,5.0,,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Fortran;Julia;Lua;Python;R;Rust,108000.0
United States of America,10.0,7.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;R;SQL,125000.0
Germany,4.0,2.0,3.0,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R;SQL,59970.0
Switzerland,7.0,3.0,4.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,124544.0
United States of America,30.0,30.0,30.0,"Engineer, data",55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Perl;Python;SQL,285000.0
